Country,state,city,region,region_alt,region_alt_2,region_alt_atlantia,am
ES,Cuenca,,Castilla-La Mancha,Nortecentro (North Central),,,
BR,Piauí,Francisco Santos,Nordeste,,,,
BR,Pernambuco,Glória do Goitá,Nordeste,,,,AM de Rest of Pernambuco
MX,Nuevo León,China,Northeast,Area 2,Norte,Norte,
BR,Minas Gerais,Japonvar,Sudeste,,,,AM de Rest of Minas
SV,Santa Ana,Las Casitas,Occidental,,,,
MX,Michoacán de Ocampo,Angamacutiro,West,Area 3,Occidente,Sureste,
BR,Rio Grande do Sul,Gramado dos Loureiros,Sul,,,,AM de Rest of Rio Grande do Sul
UY,Río Negro,Villa Fray Bentos,Litoral,,,,
SV,San Miguel,Caserío San Jorge,Oriental,,,,
MX,Tlaxcala,Xaltocan,East,Area 4,Sur,Occidente Pacífico,
BR,Tocantins,Porto Alegre do Tocantins,Norte,,,,
UY,Paysandú,Cañada del Pueblo,Norte,,,,
MX,Puebla,Tochtepec,East,Area 4,Sur,Occidente Pacífico,
BR,Minas Gerais,Pedralva,Sudeste,,,,AM de Rest of Minas
CL,Valparaíso,Panquehue,Central,Centro,,,
CR,Alajuela,Bella Vista,Alajuela,,,,
CO,Bolívar,Arroyohondo,Atlantic,Costa Atlantica,,Norte,
MX,Zacatecas,Juchipila,North-Central,Area 2,Norte,Norte,
UY,Maldonado,Puerto del Inglés,Este,,,,
SV,Usulután,Hacienda La Normandía,Oriental,,,,
BR,Rondônia,Vale do Paraíso,Norte,,,,
CL,Atacama,Alto del Carmen,Little North,Norte,,,
SV,San Salvador,El Bejuco,Central,,,,
CL,Valparaíso,Petorca,Central,,,,
BR,Minas Gerais,Bias Fortes,Sudeste,,,,AM de Rest of Minas
NI,Managua,Valle Los Aburtos,Region I,,,,
CL,Valparaíso,Papudo,Central,Centro,,,
PY,Alto Paraná,Juan Emilio O'Leary,Oriental,,,,
SV,Santa Ana,El Arado,Occidental,,,,
PE,Piura,Tamarindo,North,,,,
SV,Santa Ana,San Cayetano,Occidental,,,,
NI,Masaya,Comején,Region II,,,,
BR,Minas Gerais,Onça de Pitangui,Sudeste,,,,AM de Rest of Minas
AR,Resto de la Provincia de Buenos Aires,General Lavalle,Provincia de Buenos Aires,,,,
PY,Paraguarí,Tebicuarymí,Oriental,,,,
PE,Lambayeque,Oyotún,North,,,,
UY,Canelones,Los Cerrillos,Metropolitana,,,,
CR,Heredia,Puebla Este,Other,,,,
MX,Chiapas,Osumacinta,Southwest,Area 6,,,
MX,Puebla,Hueytlalpan,East,Area 4,Sur,Occidente Pacífico,
CR,San José,General Viejo,San Jose,,,,
SV,San Salvador,Ingenio El Ángel,Central,,,,
BR,Rio Grande do Norte,Rodolfo Fernandes,Nordeste,,,,
SV,La Union ,Siricuario,Oriental,,,,
MX,Chihuahua,Matachí,Northwest,Area 2,Norte,Norte,
SV,Cuscatlán,Cantón El Caulote,Central,,,,
MX,Puebla,Tepeyahualco de Cuauhtémoc,East,Area 4,Sur,Occidente Pacífico,
SV,San Salvador,San Isidro,Central,,,,
SV,Usulután,Puerto Del Triunfo,Oriental,,,,
SV,Usulután,Hacienda San José,Oriental,,,,
NI,Rivas,El Ostional,Region II,,,,
SV,La Union ,El Cáguamo,Oriental,,,,
CO,Santander,El Guacamayo,Oriental,Oriente,,,
MX,Oaxaca,San Pedro Teutila,Southwest,Area 6,,,
CL,Biobío,Concepción,,,,,AM de Concepción
SV,Ahuachapán,San Martín,Occidental,,,,
CR,Puntarenas,San Buenaventura,Other,,,,
SV,La Union ,Cantón San Juan,Oriental,,,,
GT,Sololá,Sololá,,,,,
UY,Durazno,Sauce,Centro-sur,,,,
NZ,Queenstown-Lakes District,,,,,,
UY,Colonia,Villa del Rosario,Litoral,,,,
PE,Lima,San Miguel,,,,,AM de Lima
CO,Bogotá,,Central,Centro,,Andes,AM de Barranquilla
NI,Chontales,El Chile,Region III,,,,
MX,Yucatán,Uayma,Southeast,Area 6,,,
NI,Managua,Pilas,Region I,,,,
SV,Sonsonate,El Corozal,Occidental,,,,
SV,Cabañas,San Francisco,Paracentral,,,,
CR,Heredia,Ceiba,Other,,,,
CR,Limón,Bralsi,Other,,,,
NI,Granada,Brasil,Region II,,,,
CR,San José,Palma,San Jose,,,,
NI,Matagalpa,Mal Paso,Region III,,,,
PE,Lambayeque,,North,,,,AM de Trujillo
SV,La Libertad,Canterillas,Central,,,,
CO,Vaupés,Taraira,Amazonica,Oriente,,,
CR,Puntarenas,Tivives,Other,,,,
CO,Valle del Cauca,El Cerrito,,Sur Occidente,,Sur,
SV,San Miguel,Queseritas,Oriental,,,,
CR,Puntarenas,Canoas,,,,,
CR,Alajuela,Carrera Buena,Alajuela,,,,
CR,San José,Naranjal,San Jose,,,,
NI,Jinotega,Auya Yari,Region IV,,,,
NI,Jinotega,San Esteban,Region IV,,,,
CR,Cartago,San Juan de Chicuá,Cartago,,,,
CO,Cundinamarca,Funza,,Centro,,Andes,AM de Bogotá
NI,Boaco,El Bálsamo,Region III,,,,
MX,Tabasco,Macuspana,Southeast,Area 6,,,AM de Guadalajara
CR,San José,San Jerónimo,,,,,
CO,Cauca,Caldono,Pacific,Sur Occidente,,Sur,AM de Popayán
GT,Sololá,San Lucas Tolimán,,,,,
PY,Misiones,,,,,,
CR,Guanacaste,Sámara,,,,,
SV,Sonsonate,Petaca,Occidental,,,,
NZ,Chatham Islands Territory,,,,,,
PE,Piura,Castilla,,,,,AM de Piura
SV,Cabañas,Valle Largo,Paracentral,,,,
SV,Usulután,El Mundo Nuevo,Oriental,,,,
UY,Tacuarembó,Los Feos,Norte,,,,
PE,Pasco,Paucartambo,Central,,,,AM de Lima
SV,Ahuachapán,Caserío Río Faro,Occidental,,,,
NI,Jinotega,La Camelia,Region IV,,,,
CO,Tolima,Ibagué,Central,Centro,,Andes,AM de Bogotá
CR,Guanacaste,Roblar,Other,,,,
BR,São Paulo,Diadema,Sudeste,,,,
CO,Caldas,Aguadas,,Antioquia / Eje Cafetero,,Centro,
NI,León,Caserío San Miguelito,Region II,,,,
SV,La Libertad,Finca Las Tinieblas,Central,,,,
CO,Valle del Cauca,Buga,Pacific,Sur Occidente,,Sur,AM de Cali
BR,Santa Catarina,Jaraguá do Sul,Sul,,,,
MX,Oaxaca,Santo Domingo Tehuantepec,Southwest,Area 6,,,AM de Oaxaca
NI,Chinandega,Chichigalpa,,,,,
SV,Chalatenango,La Cuchilla,Central,,,,
MX,Puebla,Puebla,East,Area 4,Sur,Occidente Pacífico,AM de Tepic
BR,São Paulo,Santos,Sudeste,,,,
CR,Cartago,Tucurrique,,,,,
NI,Chontales,Santa Fe,Region III,,,,
VE,Lara,Sarare,Centroccidental,,,,
AR,Resto de la Provincia de Buenos Aires,Tandil,GBA,,,,
SV,Santa Ana,San Pedro Potrerillos,Occidental,,,,
UY,Colonia,Carmelo,,,,,
NI,Chontales,La Vainilla,Region III,,,,
BR,São Paulo,Franco da Rocha,Sudeste,,,,
SV,Chalatenango,Las Peñas,Central,,,,
CO,Norte de Santander,Tibú,,Oriente,,,
SG,Outram,,Central Region,,,,
BR,Bahia,Salvador,Nordeste,,,,AM de Salvador
MX,Ciudad de México,Ciudad de México,South-Central,Area 5,,,AM de Ciudad de México
BR,Paraná,Candói,Sul,,,,AM de Rest of Parana
SV,San Salvador,Apopa,Central,,,,
SV,San Salvador,Soyapango,Central,,,,
BR,São Paulo,Guarujá,Sudeste,,,,AM de Rest of SP
EC,Imbabura,Ibarra,Sierra,Sierra,,Sierra,
PA,Panamá,San Carlos,Panama,,,,
BR,Espírito Santo,Marataízes,Sudeste,,,,AM de Rest of Espirito Santo
NI,Estelí,Estelí,Region II,,,,
GT,Guatemala,Palencia,Region I- Metropolitana,,,,
CO,San Andrés y Providencia,San Andrés,Atlantic,Costa Atlantica,,Norte,
PR,Puerto Rico Other,,Other,,,,Yauco
BR,São Paulo,Piedade,Sudeste,,,,AM de Rest of SP
AR,Resto de la Provincia de Buenos Aires,Pergamino,Provincia de Buenos Aires,,,,
AR,Resto de la Provincia de Buenos Aires,Alberti,Provincia de Buenos Aires,,,,
BR,Rio Grande do Sul,Garibaldi,Sul,,,,AM de Rest of Rio Grande do Sul
EC,Sucumbíos,Lago Agrio,Amazonica,Amazónica,,,
VE,Zulia,Lagunillas,Zuliana,,,,
MX,Jalisco,Lagos de Moreno,West,Area 3,Occidente,Sureste,
BR,Mato Grosso do Sul,Coronel Sapucaia,Centro-Oeste,,,,AM de Rest of Mato Grosso Sul
BR,Pernambuco,Carnaubeira da Penha,Nordeste,,,,AM de Rest of Pernambuco
MX,Chiapas,Tecpatán,Southwest,Area 6,,,
UY,Flores,Trinidad,Centro-sur,,,,
BR,Espírito Santo,Laranja de Terra,Sudeste,,,,AM de Rest of Espirito Santo
NI,Managua,Crucero,Region I,,,,
BR,Paraná,Itaúna do Sul,Sul,,,,AM de Rest of Parana
GT,El Progreso,San Antonio La Paz,Region III- Nororiental,,,,
CL,Valparaíso,Algarrobo,Central,,,,
NI,Atlántico Sur,Nueva Guinea,Region IV,,,,
BR,São Paulo,Ibirá,Sudeste,,,,AM de Rest of SP
MX,Guerrero,Tecpan de Galeana,Southwest,Area 4,Sur,Occidente Pacífico,
CL,Libertador General Bernardo O'Higgins,Machalí,Central,Centro,,,
EC,Imbabura,San Miguel de Urcuquí,Sierra,,,,
BR,Santa Catarina,Pomerode,Sul,,,,AM de Rest of Santa Catarina
EC,Chimborazo,Alausí,Sierra,Sierra,,Sierra,
CO,Antioquia,Urrao,Central,Antioquia / Eje Cafetero,,Centro,
BR,Espírito Santo,Brejetuba,Sudeste,,,,AM de Rest of Espirito Santo
UY,San José,Villa Libertad,Metropolitana,,,,
BR,Piauí,São Francisco de Assis do Piauí,Nordeste,,,,
BR,Rio Grande do Norte,Ielmo Marinho,Nordeste,,,,
MX,Chiapas,Chilón,Southwest,Area 6,,,
BR,Ceará,Choró,Nordeste,,,,AM de Rest of Ceara
CO,Nariño,Sandoná,Pacific,Sur Occidente,,Sur,
CL,Los Lagos,Puerto Octay,Southern,Sur,,,
CO,Caldas,Ríosucio,Central,Antioquia / Eje Cafetero,,Centro,
GT,San Marcos,La Reforma,Region VI- Suroccidental,,,,
BR,Sergipe,Malhada dos Bois,Nordeste,,,,
CO,Tolima,Anzoátegui,Central,Centro,,Andes,
BR,Pernambuco,Casinhas,Nordeste,,,,AM de Rest of Pernambuco
EC,Los Ríos,Buena Fe,Costa/Cost,,,,
UY,Lavalleja,Zapicán,Este,,,,
BR,Piauí,Parnaguá,Nordeste,,,,
CO,Casanare,Paz de Ariporo,Orinoquia,Oriente,,,
BR,Santa Catarina,Brunópolis,Sul,,,,AM de Rest of Santa Catarina
CO,Córdoba,San Pelayo,Atlantic,Costa Atlantica,,Norte,AM de Montería
CL,La Araucanía,Cunco,Southern,Sur,,,
CL,Magallanes y Antártica Chilena,Cabo de Hornos,Austral Patagonia,Sur,,,
NI,Madriz,Las Sabanas,Region III,,,,
BR,Paraná,Catanduvas,Sul,,,,AM de Rest of Parana
BR,Rio Grande do Sul,Rodeio Bonito,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Minas Gerais,São João da Mata,Sudeste,,,,AM de Rest of Minas
BR,Santa Catarina,Nova Veneza,Sul,,,,AM de Rest of Santa Catarina
BR,Minas Gerais,Piranguçu,Sudeste,,,,AM de Rest of Minas
BR,Paraná,Paranacity,Sul,,,,AM de Rest of Parana
PE,Ica,Palpa,Central,,,,
BR,Rio Grande do Sul,Eugênio de Castro,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Amapá,Vitória do Jari,Norte,,,,
EC,Loja,Pindal,Sierra,,,,
BR,Bahia,Malhada de Pedras,Nordeste,,,,AM de Rest of Bahia
EC,Loja,Puyango,Sierra,,,,
BR,Sergipe,Gararu,Nordeste,,,,
NI,Carazo,Boquita,Region II,,,,
MX,Colima,Ixtlahuacán,West,Area 3,Occidente,Sureste,
GT,Huehuetenango,San Sebastián Huehuetenango,Region VII- Noroccidental,,,,
CO,Tolima,Guayabal,Central,Centro,,Andes,
BR,Bahia,Tremendal,Nordeste,,,,AM de Rest of Bahia
CR,Cartago,Caragral,Cartago,,,,
CL,Maule,Licantén,Central,,,,
BR,Santa Catarina,Rio das Antas,Sul,,,,AM de Rest of Santa Catarina
BR,São Paulo,Sales,Sudeste,,,,AM de Rest of SP
BR,Rio Grande do Norte,Carnaubais,Nordeste,,,,
MX,San Luis Potosí,Rayón,North-Central,Area 2,Norte,Norte,
UY,San José,Colonia América,Metropolitana,,,,
SV,La Union ,San Carlos de La Unión,Oriental,,,,
MX,Jalisco,Tonaya,West,Area 3,Occidente,Sureste,
CL,Maule,Rauco,Central,,,,
SV,San Salvador,Cantón Las Flores,Central,,,,
SV,Ahuachapán,Bola de Monte,Occidental,,,,
MX,Tamaulipas,Hidalgo,Northeast,Area 2,Norte,Norte,
CR,Alajuela,Itiquís,Alajuela,,,,
MX,Jalisco,Tapalpa,West,Area 3,Occidente,Sureste,
BR,Bahia,Pedrão,Nordeste,,,,AM de Rest of Bahia
PR,Humacao,Maunabo,Other,,,,San Juan
NI,Managua,San Rafael,Region I,,,,
CR,Limón,Jamaica Town,Other,,,,
PR,Ponce,Lajas,Other,,,,
NI,Chinandega,Alsacia,Region III,,,,
CR,Cartago,Aquiares,Cartago,,,,
NI,Managua,San Gregorio,Region I,,,,
SV,Santa Ana,Caserío Anogado,Occidental,,,,
CR,Guanacaste,Venado,Other,,,,
CR,San José,El Salitral,San Jose,,,,
CR,San José,México,San Jose,,,,
PY,Presidente Hayes,Nueva Asunción,Occidental,,,,
CL,Metropolitana de Santiago,Santiago,,,,,AM de Santiago
BR,Santa Catarina,São Bonifácio,Sul,,,,AM de Florianópolis
SV,Usulután,San Agustín,Oriental,,,,
SV,Cuscatlán,,Central,,,,
CL,Los Lagos,Palena,Southern,,,,
SV,Ahuachapán,El Barro,Occidental,,,,
BR,Rio Grande do Sul,Barra do Rio Azul,Sul,,,,AM de Rest of Rio Grande do Sul
CR,Cartago,Chitaría,Cartago,,,,
EC,Morona Santiago,Santiago,Amazonica,Amazónica,,,
SV,San Miguel,Conacastal,Oriental,,,,
SV,Sonsonate,Sabana de San Juan Abajo,Occidental,,,,
CR,Alajuela,Linda Vista,Alajuela,,,,
SV,La Paz,El Zapote,Paracentral,,,,
NI,Boaco,El Bejuco,Region III,,,,
UY,Rivera,Calera,Norte,,,,
PE,Lambayeque,Motupe,,,,,
SV,Usulután,Hacienda La Poza,Oriental,,,,
UY,Tacuarembó,Poblado Los Grozos,Norte,,,,
CR,Puntarenas,Playa Blanca,Other,,,,
NI,Chinandega,Santo Tomás de Nance,Region III,,,,
NI,León,Terrero,Region II,,,,
CR,Cartago,Jaboncilla,Cartago,,,,
NI,León,Jicarito,Region II,,,,
CR,Cartago,Cartago,,,,,
NI,Rivas,Hacienda Las Brisas,Region II,,,,
CR,Guanacaste,El Arado,Other,,,,
SV,Cuscatlán,Soledad,Central,,,,
VE,Trujillo,Valera,,,,,
SV,San Vicente,Los Rodríguez,Paracentral,,,,
SV,La Libertad,La Labor,Central,,,,
CR,Guanacaste,San Rafael,Other,,,,
NI,León,El Almendro,Region II,,,,
NI,Rivas,Flor,Region II,,,,
SV,San Miguel,La Laguna,Oriental,,,,
SV,Usulután,Loma Los González,Oriental,,,,
CO,Tolima,Chaparral,,Centro,,Andes,
CR,Alajuela,Llano Brenes,Alajuela,,,,
SV,La Paz,Sicahuite,Paracentral,,,,
UY,Rocha,Charqueada,Este,,,,
EC,Guayas,Durán,,,,,
CR,Guanacaste,Las Casitas,Other,,,,
UY,Artigas,Piedra Pintada,Norte,,,,
SV,Cuscatlán,Hacienda Montepeque,Central,,,,
EC,Los Ríos,Quevedo,,Costa,,Costa,
PE,Junín,Concepción,,,,,
PE,Piura,Huancabamba,,,,,
SV,San Miguel,Finca La Placita,Oriental,,,,
SV,Ahuachapán,Pululapa,Occidental,,,,
VE,Táchira,San Antonio del Táchira,Los Andes,,,,AM de Valencia
SV,Chalatenango,Manaquil,Central,,,,
SV,Usulután,El Roquinte,Oriental,,,,
SV,Chalatenango,Los Barillas,Central,,,,
NI,Rivas,Sucuyá,Region II,,,,
CR,Guanacaste,Tierra Colorada,Other,,,,
SV,Chalatenango,Rosario,Central,,,,
SV,La Libertad,Lima,Central,,,,
UY,Lavalleja,De los Pastores,Este,,,,
NI,Rivas,Escamequila,Region II,,,,
SV,La Paz,San Pedro Masahuat,,,,,
CL,Aysén del General Carlos Ibáñez del Campo,Aisén,Austral Patagonia,,,,AM de Santiago
SV,Ahuachapán,El Sunza,Occidental,,,,
SV,San Miguel,Nuevo Porvenir,Oriental,,,,
SV,San Miguel,Zapatagua,Oriental,,,,
EC,Morona Santiago,,,,,,
SV,Santa Ana,Monte Alegre,Occidental,,,,
BR,São Paulo,Iaras,Sudeste,,,,
UY,Paysandú,Federación,Norte,,,,
NI,Carazo,Las Tablas,Region II,,,,
NI,León,Guapinol,Region II,,,,
MX,Nuevo León,General Escobedo,Northeast,Area 2,Norte,Norte,
SV,San Salvador,Ingenio Prusia,,,,,
CR,Guanacaste,Hacienda Las Ánimas,Other,,,,
SV,Ahuachapán,Santa Catarina,Occidental,,,,
AR,Resto de la Provincia de Buenos Aires,,Provincia de Buenos Aires,,,,Gran Santa Fé
BR,Rio Grande do Sul,Passo Fundo,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Sonora,Caborca,Northwest,Area 1,Centro,Central Bajio,
BR,Distrito Federal,Sobradinho,Centro-Oeste,,,,AM de Brasilia
AR,Ciudad de Buenos Aires,La Boca,Ciudad de Buenos Aires,,,,AMBA
BR,Paraíba,Duas Estradas,Nordeste,,,,
EC,Bolívar,San Miguel,Sierra,Sierra,,Sierra,
AR,Ciudad de Buenos Aires,Nueva Pompeya,Ciudad de Buenos Aires,,,,AMBA
BR,Pernambuco,Canhontinho,Nordeste,,,,AM de Rest of Pernambuco
BR,Rio de Janeiro,Nova Friburgo,Sudeste,,,,AM de Rest of Rio
EC,Guayas,Milagro,Costa/Cost,Guayas,,Pichincha,
MX,Sonora,Ciudad Obregon,Northwest,Area 1,Centro,Central Bajio,
BR,Espírito Santo,São Mateus,Sudeste,,,,AM de Rest of Espirito Santo
EC,El Oro,Piñas,Costa/Cost,Costa,,Costa,
MX,Yucatán,Teya,Southeast,Area 6,,,
MX,Estado de México,Tianguistenco,South-Central,Area 4,Sur,Occidente Pacífico,
CL,Valparaíso,Villa Alemana,Central,Centro,,,AM de Valparaíso
BR,Alagoas,Inhapi,Nordeste,,,,
GT,Petén,"Poptún – 30,386",Region VIII- Pet,,,,
CO,Antioquia,Amalfi,Central,Antioquia / Eje Cafetero,,Centro,
PY,San Pedro,Tacuatí,Oriental,,,,
BR,Maranhão,São Benedito do Rio Preto,Nordeste,,,,
BR,Maranhão,Bacabel,Nordeste,,,,
BR,Paraíba,Vieirópolis,Nordeste,,,,
BR,Bahia,Cipó,Nordeste,,,,AM de Rest of Bahia
EC,Loja,Calvas,Sierra,Sierra,,Sierra,
GT,Zacapa,Cabañas,Region III- Nororiental,,,,
BR,Alagoas,Atalaia,Nordeste,,,,
NI,Managua,San Rafael del Sur,Region I,,,,
CO,Meta,Cumaral,Orinoquia,Oriente,,,AM de Villavicencio
BR,Rondônia,Alto Alegre dos Parecis,Norte,,,,
SV,San Miguel,Ciudad Barrios,Oriental,,,,
BR,Minas Gerais,São João Del Rei,Sudeste,,,,AM de Rest of Minas
CO,Atlántico,Palmar de Varela,Atlantic,Costa Atlantica,,Norte,
BR,São Paulo,Monte Alegre do Sul,Sudeste,,,,AM de Rest of SP
BR,Santa Catarina,Presidente Getúlio,Sul,,,,AM de Rest of Santa Catarina
BR,Minas Gerais,Boa Esperança,Sudeste,,,,AM de Rest of Minas
BR,Paraíba,Bayeux,Nordeste,,,,AM de João Pessoa
SV,San Miguel,Cantón El Rodeo,Oriental,,,,
BR,São Paulo,Santa Mercedes,Sudeste,,,,AM de Rest of SP
BR,Maranhão,Anapurus,Nordeste,,,,
CR,Heredia,San Josecito,Other,,,,
BR,Pará,Bom Jesus do Tocantins,Norte,,,,
CL,Libertador General Bernardo O'Higgins,Coltauco,Central,,,,
BR,Rio Grande do Sul,Três Cachoeiras,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Jalisco,Ixtlahuacán del Río,West,Area 3,Occidente,Sureste,
AR,La Pampa,La Adela,Patagonia,,,,
BR,Rio Grande do Sul,Salvador das Missões,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Tabasco,Emiliano Zapata,Southeast,Area 6,,,
BR,Bahia,Ponto Novo,Nordeste,,,,AM de Rest of Bahia
BR,Piauí,Piripiri,Nordeste,,,,
BR,Paraná,Fernandes Pinheiro,Sul,,,,AM de Rest of Parana
PE,Lima,Chorrillos,,,,,AM de Lima
BR,Paraná,Piraquara,Sul,,,,AM de Curitiba
CL,Metropolitana de Santiago,Renca,Metropolitana de Santiago,Metropolitana,,,AM de Santiago
EC,Chimborazo,Guamote,Sierra,,,,
GT,San Marcos,La Blanca[14],Region VI- Suroccidental,,,,
SV,San Miguel,Colonia Belén,Oriental,,,,
CR,San José,Llano Bonito,San Jose,,,,
CR,Alajuela,Carrizal,Alajuela,,,,
MX,Guerrero,Ixtapa-Zihuatanejo,Southwest,Area 4,Sur,Occidente Pacífico,
NI,Río San Juan,Boca de Sábalos,Region IV,,,,
CR,Puntarenas,Paraíso,Other,,,,
BR,São Paulo,Presidente Bernardes,Sudeste,,,,AM de Rest of SP
CO,Risaralda,Guática,Central,Antioquia / Eje Cafetero,,Centro,
MX,Oaxaca,San Agustín Tlacotepec,Southwest,Area 6,,,
BR,Maranhão,Primeira Cruz,Nordeste,,,,
BR,São Paulo,Joanópolis,Sudeste,,,,AM de Rest of SP
BR,Minas Gerais,Santana do Paraíso,Sudeste,,,,AM de Rest of Minas
BR,Paraná,Rio Branco do Ivaí,Sul,,,,AM de Rest of Parana
BR,Paraíba,Amparo,Nordeste,,,,
SV,Morazán,Yamabal,Oriental,,,,
CO,Cundinamarca,Cogua,Central,Centro,,Andes,
BR,Rio Grande do Norte,Felipe Guerra,Nordeste,,,,
MX,Michoacán de Ocampo,Marcos,West,Area 3,Occidente,Sureste,
BR,Goiás,Mutunópolis,Centro-Oeste,,,,AM de Rest of Goias
BR,Paraná,Douradina,Sul,,,,AM de Rest of Parana
CO,Bolívar,Barranco de Loba,Atlantic,Costa Atlantica,,Norte,
BR,Paraíba,São Domingos do Cariri,Nordeste,,,,
NI,Rivas,San Jorge,Region II,,,,
BR,Bahia,Coronel João Sá,Nordeste,,,,AM de Rest of Bahia
NI,Madriz,San Lucas,Region III,,,,
NI,Carazo,Aguacate,Region II,,,,
MX,Chihuahua,San Francisco del Oro,Northwest,Area 2,Norte,Norte,
BR,Paraná,Indianópolis,Sul,,,,AM de Rest of Parana
CR,Puntarenas,Abuela,Other,,,,
MX,Yucatán,Dzitás,Southeast,Area 6,,,
AR,Córdoba,Mendiolaza,Centro,,,,Grande Córdoba
BR,São Paulo,Parapuã,Sudeste,,,,AM de Rest of SP
BR,Santa Catarina,Vargem,Sul,,,,AM de Rest of Santa Catarina
CL,Antofagasta,Tocopilla,Big North,Norte,,,
BR,Paraíba,Santa Cruz,Nordeste,,,,
BR,Santa Catarina,Painel,Sul,,,,AM de Rest of Santa Catarina
BR,Piauí,Pimenteiras,Nordeste,,,,
AR,Entre Ríos,,Centro,,,,
BR,Mato Grosso do Sul,Glória de Dourados,Centro-Oeste,,,,AM de Rest of Mato Grosso Sul
BR,Minas Gerais,Alvinópolis,Sudeste,,,,AM de Rest of Minas
BR,Rio Grande do Sul,Caiçara,Sul,,,,AM de Rest of Rio Grande do Sul
AR,Resto de la Provincia de Buenos Aires,Capilla del Señor,Provincia de Buenos Aires,,,,
CO,Norte de Santander,Herrán,Oriental,Oriente,,,
MX,Veracruz de Ignacio de la Llave,Amatitlán,East,Area 6,,,
CR,Guanacaste,Sámara,Other,,,,
BR,Bahia,Caldeirão Grande,Nordeste,,,,AM de Rest of Bahia
AR,Santa Fe,Recreo,Centro,,,,Gran Santa Fé
BR,Rio Grande do Sul,Benjamin Constant do Sul,Sul,,,,AM de Rest of Rio Grande do Sul
CR,Alajuela,Aguas Negras,Alajuela,,,,
AR,Córdoba,Santa Rosa de Río Primero,Centro,,,,
CL,Biobío,Huepil,Southern,,,,
NI,Managua,Caserío El Mango,Region I,,,,
UY,Paysandú,Piedras Coloradas,Norte,,,,
UY,Montevideo,Balneario Floresta,Metropolitana,,,,
SV,Usulután,El Trillo,Oriental,,,,
PY,Caaguazú,Nueva Toledo,Oriental,,,,
SV,Santa Ana,Cantón San Miguel Ingenio,Occidental,,,,
MX,Oaxaca,Santa María Pápalo,Southwest,Area 6,,,
CR,Cartago,Llano Grande,Cartago,,,,
BR,Bahia,Varzedo,Nordeste,,,,AM de Rest of Bahia
NI,Matagalpa,El Naranjo,Region III,,,,
CL,Valparaíso,Las Cruces,Central,Centro,,,
BR,Pará,,Norte,,,,
NI,León,Momotombo,Region II,,,,
BR,Paraná,Conselheiro Mairinck,Sul,,,,AM de Rest of Parana
PA,Veraguas,Santiago,,,,,
CR,Cartago,,,,,,
BR,Minas Gerais,Cedro do Abaeté,Sudeste,,,,AM de Rest of Minas
NI,Granada,Guanacaste,Region II,,,,
CR,Heredia,Tigre,Other,,,,
SV,Sonsonate,Cruz Grande,Occidental,,,,
NI,Madriz,Valle San Juan de Somoto,Region III,,,,
CO,Nariño,Consacá,Pacific,Sur Occidente,,Sur,
SV,La Union ,Cantón Los Ángeles,Oriental,,,,
NI,Managua,Montelimar,Region I,,,,
SV,Santa Ana,Santiago de La Frontera,Occidental,,,,
AR,La Rioja,Milagro,Cuyo,,,,
SV,Chalatenango,Aguacatal,Central,,,,
SV,San Salvador,Cantón Las Ventanas,Central,,,,
NI,Chinandega,Hato de La Virgen,Region III,,,,
NI,Granada,La Danta,Region II,,,,
CR,San José,San Cristóbal Sur,San Jose,,,,
MX,Puebla,Lafragua,East,Area 4,Sur,Occidente Pacífico,
SV,San Vicente,Santa Clara,Paracentral,,,,
SV,San Vicente,Tepetitán,Paracentral,,,,
UY,Tacuarembó,Cuchilla Caraguatá,Norte,,,,
SV,Sonsonate,San Juan de Dios,Occidental,,,,
BR,São Paulo,Cajamar,Sudeste,,,,AM de Rio de Janeiro
SV,Santa Ana,Calzontes Abajo ,Occidental,,,,
NI,Chontales,Comalapa,Region III,,,,
NI,Matagalpa,Jocote,Region III,,,,
PE,Lima,Surquillo,Lima and Callao,,,,
PR,Humacao,Arroyo,Other,,,,Guayama
UY,Cerro Largo,Trigo,Norte,,,,
MX,Coahuila de Zaragoza,Saltillo,Northeast,Area 2,Norte,Norte,
PR,Mayagüez,Añasco,,,,,Aguadilla - Isabela - San Sebastian
SV,San Vicente,Los Laureles,Paracentral,,,,
SV,La Paz,Ánimas Arriba,Paracentral,,,,
SV,San Vicente,Calderas,Paracentral,,,,
BR,São Paulo,Piedade,Sudeste,,,,
PE,Loreto,Iquitos,,,,,
CR,San José,Cañales,San Jose,,,,
CL,Valparaíso,Señor Pobres Béjares,Central,,,,
MX,Oaxaca,San Juan Mixtepec Distrito 08,Southwest,Area 6,,,
UY,Canelones,Paso de Pache,Metropolitana,,,,
SV,La Libertad,Caña de Tarro,Central,,,,
NI,León,Caserío La Fuente,Region II,,,,
HN,Atlántida,,,,,,
CR,Limón,México,Other,,,,
CR,Alajuela,La Legua,Alajuela,,,,
CR,San José,Gibre,San Jose,,,,
SV,La Paz,San Sebastián El Chingo,Paracentral,,,,
CR,Alajuela,Toro Amarillo,Alajuela,,,,
SV,La Libertad,Campana,,,,,
CR,Cartago,Purisil,Cartago,,,,
