Country,state,city,region,region_alt,region_alt_2,region_alt_atlantia,am
CO,Boyacá,Cucaita,Oriental,Centro,,Andes,
SV,San Miguel,Jalacatal,Oriental,,,,
CR,Limón,Uatsi,Other,,,,
BR,São Paulo,Mombuca,Sudeste,,,,AM de Rest of SP
CR,Alajuela,Canalete,Alajuela,,,,
CR,Puntarenas,Calderas,Other,,,,
MX,Oaxaca,San Melchor Betaza,Southwest,Area 6,,,
BR,Santa Catarina,Rio Fortuna,Sul,,,,AM de Rest of Santa Catarina
NI,Madriz,San Juan de Telpaneca,Region III,,,,
CR,Heredia,Chagüite,Other,,,,
UY,Rivera,Minas de Corrales,Norte,,,,
PE,Loreto,Saquena,North,,,,
NI,Chontales,San Pedro de Lavajo,Region III,,,,
BR,Rio Grande do Norte,Paraú,Nordeste,,,,
MX,Durango,General Simón Bolívar,Northwest,Area 2,Norte,Norte,
MX,Tamaulipas,Gustavo Diaz Ordaz,Northeast,Area 2,Norte,Norte,
NI,Matagalpa,Caratera,Region III,,,,
SV,La Union ,Cantón El Algodón,Oriental,,,,
SV,Sonsonate,Ishuatán,Occidental,,,,
SV,La Libertad,San Antonio,Central,,,,
BR,Goiás,Davinópolis,Centro-Oeste,,,,AM de Rest of Goias
NI,Managua,Caserío El Terrero,Region I,,,,
SV,Santa Ana,Caserío Comecayo,Occidental,,,,
MX,Tamaulipas,San Carlos,Northeast,Area 2,Norte,Norte,
MX,Oaxaca,San Francisco Cahuacúa,Southwest,Area 6,,,
BR,São Paulo,Itaóca,Sudeste,,,,AM de Rest of SP
CR,Guanacaste,Zopilote,Other,,,,
CR,Limón,Manila,Other,,,,
NI,Chontales,San Pedro,Region III,,,,
MX,Veracruz de Ignacio de la Llave,Uxpanapa,East,Area 6,,,
NI,Chinandega,El Congo,Region III,,,,
SV,La Libertad,Suhuapilapa,Central,,,,
CR,Heredia,Bajo de las Labores,Other,,,,
SV,Chalatenango,Caserío Los Ranchos,Central,,,,
SV,La Paz,Cupinco,Paracentral,,,,
SV,San Salvador,El Morro,Central,,,,
MX,Chihuahua,Ocampo,Northwest,Area 2,Norte,Norte,
CR,San José,Monte Redondo,San Jose,,,,
CR,Heredia,Trinidad,Other,,,,
CR,Guanacaste,Miramar,Other,,,,
NI,Carazo,San Pedro,Region II,,,,
MX,Veracruz de Ignacio de la Llave,La Antigua,East,Area 6,,,AM de Ciudad de México
NI,Chinandega,El Cacao,Region III,,,,
SV,Ahuachapán,Nejapa,Occidental,,,,
MX,Oaxaca,Santa María la Asunción,Southwest,Area 6,,,
CR,Limón,Parismina,Other,,,,
SV,Santa Ana,Chilamate,Occidental,,,,
MX,Oaxaca,San Andrés Dinicuiti,Southwest,Area 6,,,
CR,Puntarenas,Pitahaya,Other,,,,
MX,Oaxaca,Santa María Jaltianguis,Southwest,Area 6,,,
SV,La Union ,Cantón Portillo,Oriental,,,,
GT,Escuintla,Palín,,,,,
CR,Puntarenas,Cerrillos,Other,,,,
NI,Nueva Segovia,Arrayán,Region III,,,,
NI,Chinandega,La Pelona,Region III,,,,
MX,Oaxaca,San Juan Bautista Tlachichilco,Southwest,Area 6,,,
CR,Cartago,Mata de Plátano,Cartago,,,,
SV,Ahuachapán,Colapa,Occidental,,,,
NI,Matagalpa,Nombre de Jesús,Region III,,,,
NI,León,La Jicaral,Region II,,,,
NI,Chontales,Auxiliadora,Region III,,,,
UY,Paysandú,Puntas de Buricayupí,Norte,,,,
SV,Morazán,La Ermita,Oriental,,,,
CO,Santander,Barrancabermeja,,Oriente,,,
NI,León,Valle el Ojochal,Region II,,,,
NI,Matagalpa,El Zarzal,Region III,,,,
CR,San José,Jamaica,San Jose,,,,
CL,La Araucanía,Victoria,,,,,
BR,Pernambuco,Recife,Nordeste,,,,
SV,Santa Ana,El Amatal,Occidental,,,,
CR,San José,Pacaya,San Jose,,,,
CO,Cundinamarca,Bojacá,,Centro,,Andes,AM de Bogotá
NI,León,Las Cuchillas,Region II,,,,
SV,Santa Ana,La Criba,Occidental,,,,
CR,Alajuela,Filadelphia Norte,Alajuela,,,,
NI,Matagalpa,Los Calabazos,Region III,,,,
UY,Soriano,San Martín,Litoral,,,,
CO,Cauca,Caloto,,Sur Occidente,,Sur,
GT,Zacapa,Usumatlán,,,,,
SV,Ahuachapán,El Güisnay,Occidental,,,,
PE,La Libertad,Pacasmayo,,,,,
CR,Heredia,Isla,Other,,,,
AR,Santiago del Estero,,Noroeste,,,,AMBA
UY,Soriano,Zanja Honda,Litoral,,,,
NI,León,Lodo Podrido,Region II,,,,
PR,Ponce,Lajas,,,,,San German - Cabo Rojo
NI,León,Caserío La Granja,Region II,,,,
GT,San Marcos,El Tumbador,,,,,
PR,Carolina,,Other,,,,San Juan
CR,Alajuela,Carrillos,,,,,
CR,Heredia,Las Quebado,Other,,,,
NI,Matagalpa,Cusile,Region III,,,,
BR,Mato Grosso,Cuiabá,Centro-Oeste,,,,AM de Curitiba
CL,La Araucanía,Lumaco,,,,,
CR,Limón,Colorado,,,,,
NI,Carazo,,,,,,
NI,Rivas,Valle de Colón,Region II,,,,
UY,Cerro Largo,La Micaela,Norte,,,,
BR,Maranhão,São Luis,Nordeste,,,,AM de Belém
SV,San Miguel,San Ramón,Oriental,,,,
PE,Arequipa,Arequipa,South,,,,
SV,San Miguel,San Joaquín,Oriental,,,,
SV,Morazán,Santiago,Oriental,,,,
NI,Carazo,La Reserva,Region II,,,,
SV,Sonsonate,Cuisnahuat,,,,,
MX,Sinaloa,Culiacan,Northwest,Area 1,Centro,Central Bajio,AM de Culiacan
BR,Bahia,Camaçari,Nordeste,,,,AM de Salvador
BR,São Paulo,Jacareí,Sudeste,,,,AM de Rest of SP
BR,São Paulo,Avaré,Sudeste,,,,AM de Rest of SP
BR,São Paulo,Cruzeiro,Sudeste,,,,AM de Rest of SP
BR,São Paulo,Tarumã,Sudeste,,,,AM de Rest of SP
EC,Manabí,Sucre,Costa/Cost,Costa,,Costa,
UY,Canelones,Pando,Metropolitana,,,,
MX,Jalisco,Encarnación de Díaz,West,Area 3,Occidente,Sureste,
CR,Puntarenas,Sardinal,Other,,,,
BR,Pará,Porto de Moz,Norte,,,,
CR,San José,,San Jose,,,,
AR,Córdoba,Jesús María,Centro,,,,
CO,Quindió,Circasia,Central,Antioquia / Eje Cafetero,,Centro,
CO,La Guajira,El Molino,Atlantic,Costa Atlantica,,Norte,
SV,San Salvador,Mejicanos,Central,,,,
MX,Veracruz de Ignacio de la Llave,Martínez de la Torre,East,Area 6,,,
BR,Ceará,Lavras da Mangabeira,Nordeste,,,,AM de Rest of Ceara
BR,Rio Grande do Sul,Água Santa,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Rio Grande do Norte,Nísia Floresta,Nordeste,,,,AM de Natal
MX,Chihuahua,Allende,Northwest,Area 2,Norte,Norte,
CL,Los Lagos,Ancud,Southern,,,,
CL,Biobío,Cañete,Southern,Sur,,,
BR,Rio Grande do Sul,Encantado,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Puebla,Chignahuapan,East,Area 4,Sur,Occidente Pacífico,
MX,Veracruz de Ignacio de la Llave,Coatepec,East,Area 6,,,AM de Xalapa
UY,Maldonado,San Fernando de Maldonado,Este,,,,
DO,Valverde,,Cibao Noroeste,,,,
MX,Durango,Nuevo Ideal,Northwest,Area 2,Norte,Norte,
UY,Colonia,Nueva Palmira,Litoral,,,,
SV,La Paz,San Emigdio,Paracentral,,,,
GT,San Marcos,Pajapita,Region VI- Suroccidental,,,,
CO,Meta,San Carlos Guaroa,Orinoquia,Oriente,,,
AR,GBA Oeste,El Palomar,GBA,,,,AMBA
BR,Piauí,Cajazeiras do Piauí,Nordeste,,,,
MX,Coahuila de Zaragoza,San Pedro,Northeast,Area 2,Norte,Norte,
MX,Oaxaca,San Pedro Huamelula,Southwest,Area 6,,,
BR,Goiás,Santa Bárbara de Goiás,Centro-Oeste,,,,AM de Rest of Goias
MX,Oaxaca,Villa Sola de Vega,Southwest,Area 6,,,
BR,Acre,Porto Acre,Norte,,,,
SV,San Miguel,Chinameca,Oriental,,,,
BR,Paraná,Jundiaí do Sul,Sul,,,,AM de Rest of Parana
BR,Minas Gerais,São Lourenço,Sudeste,,,,AM de Rest of Minas
AR,Chubut,Sarmiento,Patagonia,,,,
CO,Guaviare,Miraflores,Amazonica,Oriente,,,
EC,Cotopaxi,Pujilí,Sierra,Sierra,,Sierra,
BR,Rio Grande do Norte,Jaçanã,Nordeste,,,,
CO,Antioquia,Cocorná,Central,Antioquia / Eje Cafetero,,Centro,
AR,Río Negro,Allen,Patagonia,,,,
BR,Piauí,Dom Inocêncio,Nordeste,,,,
NI,Matagalpa,El Carmen,Region III,,,,
GT,Huehuetenango,Chiantla,Region VII- Noroccidental,,,,
AR,Resto de la Provincia de Buenos Aires,Pehuajó,Provincia de Buenos Aires,,,,
BR,Pará,Santarém Novo,Norte,,,,
EC,Manabí,Paján,Costa/Cost,,,,
CR,Guanacaste,Guardia,Other,,,,
CO,Huila,Aipe,Central,Sur Occidente,,Sur,AM de Neiva
CO,Magdalena,Algarrobo,Atlantic,Costa Atlantica,,Norte,AM de Santa Marta
BR,Paraíba,Lastro,Nordeste,,,,
PE,Apurímac,,South,,,,
BR,Bahia,Canudos,Nordeste,,,,AM de Rest of Bahia
CR,San José,Mercedes Norte,San Jose,,,,
BR,Goiás,Montes Claros de Goiás,Centro-Oeste,,,,AM de Rest of Goias
BR,Paraná,Matelândia,Sul,,,,AM de Rest of Parana
CL,Magallanes y Antártica Chilena,Porvenir,Austral Patagonia,,,,
BR,Minas Gerais,Delfinópolis,Sudeste,,,,AM de Rest of Minas
CO,Boyacá,Sutamarchán,Oriental,Centro,,Andes,
BR,Sergipe,Capela,Nordeste,,,,
EC,Manabí,Veinticuatro de Mayo,Costa/Cost,,,,
MX,Oaxaca,Chalcatongo de Hidalgo,Southwest,Area 6,,,
NI,Carazo,Agua Planta,Region II,,,,
AU,South Australia,,,,,,
AR,Mendoza,Santa Rosa,Cuyo,,,,
UY,Tacuarembó,Echeverry,Norte,,,,
BR,Paraná,Perobal,Sul,,,,AM de Rest of Parana
SV,La Paz,Concepción,Paracentral,,,,
BR,Maranhão,Cachoeira Grande,Nordeste,,,,
BR,Mato Grosso,Rondolândia,Centro-Oeste,,,,
EC,Tungurahua,Mocha,Sierra,Sierra,,Sierra,
BR,Paraíba,Pilõezinhos,Nordeste,,,,
BR,Ceará,Senador Sá,Nordeste,,,,AM de Rest of Ceara
BR,Minas Gerais,Rubelita,Sudeste,,,,AM de Rest of Minas
PY,Guairá,Iturbe,Oriental,,,,
BR,Paraíba,Livramento,Nordeste,,,,
CO,Amazonas,,Amazonica,Sur Occidente,,Sur,
MX,Chiapas,Totolapa,Southwest,Area 6,,,
SV,Cuscatlán,El Centro,Central,,,,
BR,Minas Gerais,Andrelândia,Sudeste,,,,AM de Rest of Minas
UY,Lavalleja,Pirarajá,Este,,,,
BR,Rio Grande do Sul,Boa Vista do Cadeado,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Rio de Janeiro,Sumidouro,Sudeste,,,,AM de Rest of Rio
BR,Bahia,Muquém de São Francisco,Nordeste,,,,AM de Rest of Bahia
BR,Minas Gerais,São João do Manhuaçu,Sudeste,,,,AM de Rest of Minas
CL,Maule,Teno,Central,Centro,,,
UY,San José,San José,Metropolitana,,,,
CL,Coquimbo,El Palqui,Little North,,,,
BR,Tocantins,Muricilândia,Norte,,,,
MX,Oaxaca,Asunción Tlacolulita,Southwest,Area 6,,,
DO,Santo Domingo,,,,,,
CR,Guanacaste,San Juan,Other,,,,
SV,Sonsonate,San Julián Cacaluta,,,,,
CO,Cundinamarca,San Cayetano,Central,Centro,,Andes,
MX,Veracruz de Ignacio de la Llave,Jesús Carranza,East,Area 6,,,
CL,Ñuble,Coihueco,Southern,Sur,,,
SV,Sonsonate,El Balsamar,Occidental,,,,
NI,Jinotega,Ayapal,Region IV,,,,
NI,Managua,Las Guanacastes,Region I,,,,
CR,Puntarenas,El Barón,Other,,,,
SV,Santa Ana,Santa Rosa Guachipilín,Occidental,,,,
MX,Oaxaca,San Agustín Chayuco,Southwest,Area 6,,,
BR,Paraíba,Riacho dos Cavalos,Nordeste,,,,
MX,Sonora,Soyopa,Northwest,Area 1,Centro,Central Bajio,
NZ,Auckland,,,,,,
BR,São Paulo,Ribeirão Corrente,Sudeste,,,,AM de Rest of SP
BR,Tocantins,Monte Santo do Tocantins,Norte,,,,
SV,Santa Ana,Caserío El Milagro,Occidental,,,,
EC,Chimborazo,Penipe,Sierra,Sierra,,Sierra,
SV,San Salvador,Amatepeque,,,,,
SV,Santa Ana,Caserío La Gloria,Occidental,,,,
BR,Santa Catarina,Capão Alto,Sul,,,,AM de Rest of Santa Catarina
CL,Ñuble,San Fabián,Southern,Sur,,,
SV,Morazán,Carrizal,Oriental,,,,
GT,Huehuetenango,San Miguel Acatán,Region VII- Noroccidental,,,,
CR,San José,Piedras Negras,San Jose,,,,
CR,Puntarenas,San Buena,Other,,,,
MX,Chihuahua,Janos,Northwest,Area 2,Norte,Norte,
UY,Salto,Celeste,Norte,,,,
SV,San Miguel,La Presa,Oriental,,,,
SV,La Paz,Reyes Abajo,Paracentral,,,,
NI,Managua,La Trinidad,Region I,,,,
CO,Sucre,San Juan de Betulia,,Costa Atlantica,,Norte,
CO,Santander,San Benito,Oriental,Oriente,,,
SV,Chalatenango,Santo Tomás Tejutla,Central,,,,
CR,Heredia,La Pitahaya,Other,,,,
NI,Managua,Zambrana,Region I,,,,
SV,La Paz,Hacienda Santa Emilia,Paracentral,,,,
SV,La Paz,Asunción Amatepe,Paracentral,,,,
CR,Guanacaste,Tenorio,Other,,,,
SV,Sonsonate,El Rosario,Occidental,,,,
PA,Veraguas,,,,,,
SV,San Vicente,Cantón San Jacinto,Paracentral,,,,
NI,León,Platanar,Region II,,,,
CO,Sucre,Sampués,,Costa Atlantica,,Norte,AM de Sincelejo
SV,Ahuachapán,Cantón El Tigre,Occidental,,,,
UY,Artigas,Masoller,Norte,,,,
NI,Chontales,Mugán,Region III,,,,
NI,Carazo,Brasilito,Region II,,,,
UY,Flores,Marincho,Centro-sur,,,,
SV,San Vicente,San Antonio Los Garrobos,Paracentral,,,,
NI,Managua,Todo Obrero,Region I,,,,
NI,Chinandega,Santa María,Region III,,,,
MX,Sonora,Oquitoa,Northwest,Area 1,Centro,Central Bajio,
NI,León,El Carmen,Region II,,,,
NI,Carazo,Aguas Caliente de Acayo,Region II,,,,
NI,Matagalpa,La Unión,Region III,,,,
CO,Quindió,Córdoba,,Antioquia / Eje Cafetero,,Centro,
NI,Matagalpa,Monte Grande,Region III,,,,
CR,Alajuela,El Sol,Alajuela,,,,
BR,Goiás,Goiânia,Centro-Oeste,,,,
SV,Usulután,Caserío La Cabaña,Oriental,,,,
SV,Morazán,Ocotillo,Oriental,,,,
CR,Limón,Surisi,Other,,,,
NI,León,San Cayetano,Region II,,,,
UY,Salto,Ceferino,Norte,,,,
MX,Oaxaca,San Miguel Piedras,Southwest,Area 6,,,
EC,Azuay,Cuenca,,Sierra,,Sierra,
NI,León,Santa Marta,Region II,,,,
SV,La Union ,Caragon,Oriental,,,,
CR,Cartago,Taus,Cartago,,,,
CO,Santander,San Vicente de Chururí,,Oriente,,,
SV,Usulután,La Montaña,Oriental,,,,
SV,San Miguel,Playa Grande,Oriental,,,,
NI,Granada,Las Delicias,Region II,,,,
CR,San José,La Macilla,San Jose,,,,
SV,Usulután,Hacienda El Cañal,Oriental,,,,
UY,Salto,Carqueja,Norte,,,,
NI,Boaco,El Alto,Region III,,,,
SV,San Miguel,Santo Tomás,Oriental,,,,
SV,San Miguel,Mojon Valle Candelaria,Oriental,,,,
NI,León,Los Peroles,Region II,,,,
SV,La Paz,Los Marranitos,Paracentral,,,,
CL,Biobío,Chiguayante,,,,,AM de Concepción
MX,Aguascalientes,,North-Central,Area 3,Occidente,Sureste,AM de Ciudad de México
UY,Rivera,Passo de Ataques,Norte,,,,
NI,Chinandega,El Algodón,Region III,,,,
VE,,Santiago,,,,,
UY,Artigas,Tarumán,Norte,,,,
SV,Usulután,Guazacapán,Oriental,,,,
NI,Chinandega,Los Placeres,Region III,,,,
PE,Puno,Ilave,,,,,
SV,Cabañas,Tronalagua,Paracentral,,,,
CR,Alajuela,Huacalillo,Alajuela,,,,
NI,Madriz,Zapote,Region III,,,,
BR,Roraima,Boa Vista,Norte,,,,
CR,Limón,Huecos,Other,,,,
SV,Cabañas,Nacaspilo,Paracentral,,,,
SV,Chalatenango,Hacienda Grande,Central,,,,
EC,El Oro,Santa Rosa,,,,,
PE,San Martín,Uchiza,,,,,
EC,Guayas,Naranjal,,,,,
SV,San Miguel,Potosi,Oriental,,,,
CL,Ñuble,Chillán,,Sur,,,
BR,Santa Catarina,Joinville,Sul,,,,AM de Rest of Santa Catarina
BR,Minas Gerais,Ipatinga,Sudeste,,,,AM de Rest of Minas
BR,Pará,Abaetetuba,Norte,,,,
BR,Maranhão,Maracaçumé,Nordeste,,,,
SV,San Salvador,Ayutuxtepegue,Central,,,,
MX,Chiapas,Palenque,Southwest,Area 6,,,
AR,La Rioja,La Rioja,Cuyo,,,,
BR,São Paulo,Santana de Parnaíba,Sudeste,,,,AM de São Paulo
BR,Paraíba,Ingá,Nordeste,,,,
HN,Colón,,Nororiental,,,,
CR,Limón,Guácimo,Other,,,,
CL,Valparaíso,Viña del Mar,Central,Centro,,,AM de Valparaíso
BR,Bahia,Valença,Nordeste,,,,AM de Rest of Bahia
PE,Piura,Ayabaca,North,,,,
SV,San Vicente,San Vicente,Paracentral,,,,
CL,Metropolitana de Santiago,La Florida,Metropolitana de Santiago,Metropolitana,,,AM de Santiago
BR,Rio Grande do Norte,Afonso Bezerra,Nordeste,,,,
AR,Resto de la Provincia de Buenos Aires,Daireaux,Provincia de Buenos Aires,,,,
UY,Rivera,Villa de Rivera,Norte,,,,
BR,Rio Grande do Norte,Canguaretama,Nordeste,,,,
BR,São Paulo,Caieiras,Sudeste,,,,AM de São Paulo
GT,Escuintla,Palín,Region V- Central,,,,
BR,Rio Grande do Norte,Baía Formosa,Nordeste,,,,
SV,Ahuachapán,Chimamas,Occidental,,,,
BR,Paraíba,Mãe d'Água,Nordeste,,,,
CO,Magdalena,San Zenón,Atlantic,Costa Atlantica,,Norte,
BR,Ceará,Redenção,Nordeste,,,,AM de Rest of Ceara
BR,Goiás,Jataí,Centro-Oeste,,,,AM de Rest of Goias
MX,Tlaxcala,San Francisco Tetlanohcan,East,Area 4,Sur,Occidente Pacífico,AM de Tlaxcala
PE,Pasco,Simón Bolívar,Central,,,,
CL,La Araucanía,Villarrica,Southern,Sur,,,
MX,Jalisco,Cihuatlan,West,Area 3,Occidente,Sureste,
AR,Santiago del Estero,Termás de Río Hondo,Noroeste,,,,
MX,Coahuila de Zaragoza,Frontera,Northeast,Area 2,Norte,Norte,
NI,Managua,La Ceiba,Region I,,,,
BR,Bahia,Ibicuí,Nordeste,,,,AM de Rest of Bahia
BR,Bahia,Caravelas,Nordeste,,,,AM de Rest of Bahia
BR,Rio Grande do Sul,Tupandi,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Hidalgo,Huichapan,East,Area 4,Sur,Occidente Pacífico,
MX,Estado de México,Papalotla,South-Central,Area 4,Sur,Occidente Pacífico,AM de Ciudad de México
CO,Bolívar,San Pablo,Atlantic,Costa Atlantica,,Norte,
BR,Minas Gerais,Campo Florido,Sudeste,,,,AM de Rest of Minas
AR,Santa Fe,Roldán,Centro,,,,Gran Rosario
CO,Sucre,San Marcos,Atlantic,Costa Atlantica,,Norte,
BR,Mato Grosso,Comodoro,Centro-Oeste,,,,
NI,Boaco,El Rodeo,Region III,,,,
BR,São Paulo,Paraíso,Sudeste,,,,AM de Rest of SP
BR,Ceará,Piquet Carneiro,Nordeste,,,,AM de Rest of Ceara
MX,San Luis Potosí,Xilitla,North-Central,Area 2,Norte,Norte,
BR,Goiás,Buriti de Goiás,Centro-Oeste,,,,AM de Rest of Goias
PE,Áncash,Huarmey,Central,,,,
BR,Paraná,Francisco Alves,Sul,,,,AM de Rest of Parana
GT,Alta Verapaz,Fray Bartolomé de las Casas,Region II- Norte,,,,
BR,Amazonas,Tabatinga,Norte,,,,
BR,Alagoas,Porto Real do Colégio,Nordeste,,,,
BR,Rio Grande do Sul,Pantano Grande,Sul,,,,AM de Rest of Rio Grande do Sul
MX,Chiapas,Mapastepec,Southwest,Area 6,,,
BR,Ceará,Monsenhor Tabosa,Nordeste,,,,AM de Rest of Ceara
AR,Santa Cruz,Puerto San Julián,Patagonia,,,,
CR,San José,El General,San Jose,,,,
CO,Boyacá,Nobsa,Oriental,Centro,,Andes,
NI,Matagalpa,Obregones,Region III,,,,
SV,San Salvador,San Luis Mariona,Central,,,,
BR,Alagoas,Matriz de Camaragibe,Nordeste,,,,
NI,Masaya,Catarina,Region II,,,,
BR,São Paulo,Alambari,Sudeste,,,,AM de Rest of SP
VE,Táchira,San Josecito,Los Andes,,,,AM de San Cristóbal
CO,Magdalena,Guamal,Atlantic,Costa Atlantica,,Norte,
CO,Bolívar,Tiquisio,Atlantic,Costa Atlantica,,Norte,
MX,Veracruz de Ignacio de la Llave,Angel R Cabada,East,Area 6,,,
MX,Coahuila de Zaragoza,Cuatrociénagas,Northeast,Area 2,Norte,Norte,
BR,Minas Gerais,Catas Altas da Noruega,Sudeste,,,,AM de Rest of Minas
BR,Rio Grande do Sul,Quaraí,Sul,,,,AM de Rest of Rio Grande do Sul
VE,Vargas,,Capital,,,,
PE,Junín,Morococha,Central,,,,
SV,Cabañas,Cerro Colorado,Paracentral,,,,
BR,Ceará,Paraipaba,Nordeste,,,,AM de Rest of Ceara
CO,Nariño,San Pedro de Cartago,Pacific,Sur Occidente,,Sur,
BR,Bahia,Maragogipe,Nordeste,,,,AM de Rest of Bahia
CL,Maule,Chanco,Central,,,,
AR,Resto de la Provincia de Buenos Aires,Lincoln,Provincia de Buenos Aires,,,,
BR,Tocantins,Araguacema,Norte,,,,
MX,Oaxaca,Pinotepa de Don Luis,Southwest,Area 6,,,
BR,Tocantins,Combinado,Norte,,,,
ES,Ceuta,,Ciudad Autónoma de Ceuta,Sur (South),,,
BR,Ceará,Uruoca,Nordeste,,,,AM de Rest of Ceara
SV,Cuscatlán,San José La Ceiba,Central,,,,
BR,Minas Gerais,Couto de Magalhães de Minas,Sudeste,,,,AM de Rest of Minas
MX,Estado de México,Ayapango,South-Central,Area 4,Sur,Occidente Pacífico,AM de Ciudad de México
EC,Napo,Archidona,Amazonica,Amazónica,,,
CO,Cundinamarca,Rafael Reyes,Central,Centro,,Andes,
MX,Zacatecas,Miguel Auza,North-Central,Area 2,Norte,Norte,
NI,Jinotega,Santa Maria,Region IV,,,,
BR,Minas Gerais,Pavão,Sudeste,,,,AM de Rest of Minas
SV,San Miguel,El Tecomatal,Oriental,,,,
BR,Paraíba,Dona Inês,Nordeste,,,,
BR,Rio Grande do Norte,São Rafael,Nordeste,,,,
SV,San Miguel,El Porvenir,Oriental,,,,
CR,Puntarenas,Puerto Cortés,Other,,,,
BR,Minas Gerais,Rio Paranaíba,Sudeste,,,,AM de Rest of Minas
BR,Tocantins,Buriti do Tocantins,Norte,,,,
PA,Herrera,,,,,,
MX,Oaxaca,San Juan Atepec,Southwest,Area 6,,,
BR,Rio Grande do Sul,Jaboticaba,Sul,,,,AM de Rest of Rio Grande do Sul
NI,Boaco,Buenos Aires,Region III,,,,
UY,San José,Rodríguez,Metropolitana,,,,
BR,Paraná,Mato Rico,Sul,,,,AM de Rest of Parana
BR,Piauí,Novo Santo Antônio,Nordeste,,,,
CL,Valparaíso,Isla de Pascua,Central,,,,
UY,Cerro Largo,El Chuy,Norte,,,,
UY,Montevideo,La Floresta,Metropolitana,,,,
CR,San José,Bajo Palma,San Jose,,,,
CR,San José,Ceiba Este,San Jose,,,,
SV,Cuscatlán,San Ramón,Central,,,,
CR,Limón,Gandoca,Other,,,,
SV,San Salvador,Cantón San Antonio Grande,Central,,,,
MX,Oaxaca,San Francisco del Mar,Southwest,Area 6,,,
NI,Carazo,El Rosario Manila,Region II,,,,
PE,Callao,La Punta,Lima and Callao,,,,
BR,São Paulo,Platina,Sudeste,,,,AM de Rest of SP
BR,Rio Grande do Sul,Vista Gaúcha,Sul,,,,AM de Rest of Rio Grande do Sul
BR,Rio Grande do Sul,Coqueiro Baixo,Sul,,,,AM de Rest of Rio Grande do Sul
NI,Madriz,Carbonal,Region III,,,,
UY,Lavalleja,Solís,Este,,,,
BR,Rio de Janeiro,Rio de Janeiro,Sudeste,,,,
MX,Jalisco,Santa María de los Ángeles,West,Area 3,Occidente,Sureste,
CO,Norte de Santander,Mutiscua,Oriental,Oriente,,,
NI,Estelí,Limay,Region II,,,,
NI,Rivas,Cañas,Region II,,,,
CR,San José,Claras,San Jose,,,,
SV,Cabañas,El Izcatal,Paracentral,,,,
ES,Cantabria,,Cantabria,,,,
NI,Carazo,El Carrizal,Region II,,,,
MX,Oaxaca,Santiago Chazumba,Southwest,Area 6,,,
SV,Cabañas,Chorrera del Guayabo,Paracentral,,,,
CL,Metropolitana de Santiago,Colina,,,,,
MX,Oaxaca,San Pedro Mártir Yucuxaco,Southwest,Area 6,,,
UY,Cerro Largo,Paso del Centurión,Norte,,,,
NI,Nueva Segovia,Santa María,Region III,,,,
NI,Chinandega,Las PIlas,Region III,,,,
CL,Libertador General Bernardo O'Higgins,Santa Cruz,,,,,
SV,Ahuachapán,El Castaño,Occidental,,,,
CR,San José,Bajo Badillas,San Jose,,,,
CO,Casanare,Villanueva,,Oriente,,,
PY,Paraguarí,Gral. Bernardino Caballero,Oriental,,,,
CO,Bolívar,Arroyohondo,Atlantic,Costa Atlantica,,Norte,AM de Cartagena
SV,Santa Ana,Cantón Salitre,Occidental,,,,
MX,Oaxaca,Santa María Yosoyúa,Southwest,Area 6,,,
PA,Herrera,Chitré,,,,,
MX,Oaxaca,Santa María Tlalixtac,Southwest,Area 6,,,
SV,Usulután,Madresal,Oriental,,,,
CR,Puntarenas,Cabuyal,Other,,,,
MX,Yucatán,Telchac Puerto,Southeast,Area 6,,,
UY,Salto,Palomas,Norte,,,,
CL,Biobío,,Southern,,,,AM de Santiago
MX,Chihuahua,Nonoava,Northwest,Area 2,Norte,Norte,
SV,La Union ,El Carbonal,Oriental,,,,
SV,Ahuachapán,Caserío Matala,Occidental,,,,
MX,Michoacán de Ocampo,Huiramba,West,Area 3,Occidente,Sureste,
SV,La Libertad,El Espinal,Central,,,,
CR,Guanacaste,San Lázaro,Other,,,,
CR,Limón,San Alberto Nuevo,Other,,,,
SV,La Union ,Amapalito,Oriental,,,,
PR,Ponce,Sabana Grande,,,,,San German - Cabo Rojo
SV,Chalatenango,La Cañada,Central,,,,
CR,Puntarenas,Kilómetro Treinta y Tres,Other,,,,
NI,Granada,Fátima,Region II,,,,
SV,Usulután,La Concordia,Oriental,,,,
CR,Alajuela,Socorro,Alajuela,,,,
NI,Matagalpa,El Guapinol,Region III,,,,
MX,Oaxaca,Santa María Camotlán,Southwest,Area 6,,,
CL,Metropolitana de Santiago,La Florida,Metropolitana de Santiago,,,,
PY,Caaguazú,La Pastora,Oriental,,,,
SV,La Libertad,Lomas de Santiago,Central,,,,
BR,Rio de Janeiro,Angra dos Reis,Sudeste,,,,
SV,Ahuachapán,El Tigre,Occidental,,,,
MX,Oaxaca,San Sebastián Río Hondo,Southwest,Area 6,,,
CR,San José,Gloria,San Jose,,,,
SV,La Union ,El Caulotillo,Oriental,,,,
PA,Chiriquí,San Félix,,,,,
CR,Guanacaste,Turín,Other,,,,
NI,Chontales,San Lucas,Region III,,,,
EC,Manabí,Tosagua,,,,,
